distance_km,traffic_level,road_block,ambulance_speed_kmph,emergency_severity,arrival_time_min
4.569,2,0,56.81,4,6.647
1.447,1,0,48.21,3,1.672
1.176,1,0,38.9,3,2.522
0.4,1,0,35.35,3,1.321
4.661,2,0,34.31,4,12.998
6.468,1,0,38.47,4,9.538
0.74,2,0,61.63,3,1.383
3.771,1,0,40.78,4,4.298
5.263,2,0,54.45,2,9.702
3.963,1,0,55.18,1,5.883
0.545,2,0,42.41,5,0.8
3.36,2,0,57.55,3,5.505
5.546,2,0,44.81,2,12.307
2.048,1,0,60.24,1,0.879
5.811,2,0,39.22,3,15.208
4.318,1,0,62.2,3,3.836
6.078,1,0,45.31,5,9.47
4.74,2,0,44.77,5,10.254
0.352,2,0,40.13,2,1.259
8.92,2,0,61.33,4,13.699
6.041,3,0,55.57,2,16.787
0.434,2,0,45.54,4,1.758
3.099,2,0,48.99,5,7.088
1.993,1,0,43.38,5,2.761
4.823,1,0,41.0,2,6.16
4.792,1,0,52.74,5,6.509
3.383,1,0,46.95,2,5.171
6.373,3,0,36.8,3,26.12
7.774,1,0,41.7,2,12.824
2.695,2,1,53.09,2,10.842
1.059,1,1,58.51,5,6.545
8.979,2,0,68.0,3,13.177
7.587,1,0,51.99,3,8.904
2.744,2,0,37.37,4,6.18
5.492,1,0,47.74,1,7.011
0.885,1,0,54.86,3,0.81
8.638,2,0,44.08,1,19.408
2.799,1,0,40.69,2,4.756
2.606,2,0,53.53,5,4.761
2.093,2,0,44.02,5,5.013
2.247,1,0,51.35,4,3.478
8.116,3,0,44.42,4,27.724
2.504,2,0,42.3,2,5.979
3.983,2,0,32.93,4,12.416
4.682,1,0,43.65,4,7.37
7.035,1,0,45.11,4,10.283
8.707,1,0,49.44,4,9.516
8.149,1,0,34.85,3,15.173
4.79,1,0,39.53,4,7.802
6.377,1,1,51.23,2,12.693
2.387,2,0,36.72,3,5.688
5.025,2,0,47.71,5,9.865
1.87,1,0,50.68,5,3.056
1.223,2,0,43.14,5,2.403
0.878,3,0,32.63,2,4.919
7.223,1,0,51.67,3,8.215
2.905,1,0,53.84,1,3.322
8.416,3,0,43.29,2,29.631
6.443,1,0,47.11,4,9.411
5.509,1,0,52.75,3,7.982
3.214,2,0,43.09,3,7.225
3.63,2,0,42.54,4,8.682
7.364,2,0,55.63,5,13.044
5.028,2,0,46.05,4,8.787
6.175,3,0,52.78,1,18.395
4.845,1,0,30.51,2,10.057
8.318,3,0,43.17,4,28.387
4.289,1,0,50.13,1,5.172
7.04,1,0,48.79,4,8.574
6.042,3,0,31.52,4,27.836
6.86,3,0,55.36,3,19.124
3.61,1,0,47.29,3,4.843
3.185,1,0,36.21,3,6.618
3.804,3,0,43.23,3,14.856
0.639,2,0,34.21,3,2.644
0.791,1,0,55.01,4,2.814
7.872,3,0,45.85,2,25.697
6.487,1,0,49.88,3,9.092
7.869,2,0,44.89,2,17.231
4.344,2,0,50.91,4,8.715
3.178,1,0,44.7,3,4.735
1.901,2,0,47.44,5,2.944
0.28,3,0,47.37,4,3.393
0.305,2,0,56.43,2,0.895
7.462,1,0,41.74,3,11.293
0.504,2,0,45.76,3,3.073
1.301,1,0,50.11,4,0.8
8.71,1,0,52.62,5,11.179
1.038,1,0,57.01,4,2.087
1.195,1,1,55.75,5,6.192
7.821,2,0,52.75,3,14.619
7.739,2,0,54.31,2,13.939
5.781,1,0,57.12,1,6.884
4.792,1,0,49.73,4,5.183
0.409,1,0,52.35,5,0.8
0.592,1,0,49.19,4,0.8
1.233,1,0,39.02,2,2.791
7.596,1,0,66.58,1,8.34
5.091,2,0,47.94,5,10.975
6.853,2,0,47.37,5,12.307
5.683,1,0,46.26,5,9.063
2.197,2,0,48.84,4,4.529
5.503,1,0,62.77,4,5.865
0.903,1,0,48.86,3,1.017
2.625,2,0,57.38,3,5.358
6.68,1,0,44.03,3,9.568
2.987,1,0,52.32,3,2.718
3.62,2,0,50.26,3,6.98
2.966,1,0,47.42,3,4.126
6.405,2,0,54.69,4,12.834
8.967,1,0,48.67,2,11.823
7.358,1,0,57.23,3,8.155
0.464,1,0,48.97,3,0.8
3.227,1,0,49.69,4,4.94
6.203,2,0,35.91,4,16.547
4.403,2,0,45.86,4,8.428
1.158,1,0,47.87,2,2.957
8.378,2,0,45.66,4,16.766
1.228,1,0,63.81,2,1.779
5.577,2,0,58.76,4,9.247
8.516,3,0,51.48,4,24.699
2.104,2,1,49.1,2,10.432
1.415,2,0,56.56,3,3.263
2.241,2,0,43.61,3,5.77
7.181,1,0,43.88,2,10.863
7.105,3,1,59.68,5,24.199
8.668,3,1,57.55,2,25.189
8.807,2,0,50.46,3,14.9
2.458,1,0,48.99,3,3.111
2.425,1,0,48.21,3,3.667
7.757,1,0,48.95,2,11.729
2.382,1,0,65.41,5,3.128
7.465,1,0,53.71,3,8.796
5.247,2,0,48.72,2,11.206
4.767,2,0,57.99,1,8.869
7.722,1,0,51.4,1,10.149
5.195,2,0,57.4,2,9.039
6.994,3,0,47.07,4,22.359
7.639,1,0,54.57,4,10.273
2.433,2,0,49.02,5,5.22
8.357,1,0,63.65,3,10.457
3.74,2,0,57.66,4,5.249
3.763,1,0,47.12,3,5.25
8.09,1,0,49.75,5,9.76
3.754,3,0,50.54,2,12.692
2.367,1,0,44.95,2,4.061
6.038,2,1,45.68,2,16.552
7.214,1,0,52.02,1,8.867
1.272,3,0,56.95,3,5.339
0.417,1,0,58.71,2,1.158
3.227,1,0,45.94,2,3.704
5.609,2,0,49.43,1,12.416
2.367,1,1,56.88,5,11.552
1.222,1,1,53.2,3,4.357
0.721,1,0,53.38,5,2.374
8.439,1,0,52.47,2,10.826
1.792,2,0,49.43,4,3.901
1.573,3,0,50.44,4,4.142
3.089,1,0,44.89,3,3.947
5.7,1,0,49.75,3,7.284
8.649,3,0,49.65,4,25.813
8.828,2,0,57.14,5,16.176
6.7,2,0,49.61,5,12.232
5.82,2,0,57.08,5,10.233
3.909,1,0,48.29,4,4.619
5.841,1,0,43.38,5,8.089
1.568,2,0,57.02,5,2.615
1.415,1,0,42.58,1,2.729
4.087,2,0,42.57,3,9.226
2.042,3,0,45.02,2,7.301
1.426,3,0,53.57,4,4.985
5.661,2,0,30.55,2,17.991
2.779,2,0,43.78,5,5.285
4.398,2,0,47.34,1,8.654
4.549,2,0,36.01,3,11.513
1.795,1,0,44.35,5,3.331
0.204,1,0,50.03,3,1.259
2.14,1,1,50.79,5,6.789
4.296,1,1,45.87,5,9.227
3.603,1,0,43.4,4,4.954
6.016,1,1,52.03,4,12.62
6.476,2,0,44.98,5,13.688
8.208,2,0,35.11,5,22.065
2.472,1,0,49.46,2,3.309
7.651,2,0,56.61,4,12.522
4.076,3,0,40.44,3,14.805
1.797,3,0,50.62,5,4.006
5.17,1,0,49.93,5,5.329
5.493,3,1,48.46,5,23.495
1.138,1,0,60.34,5,0.8
3.167,2,0,45.69,4,7.297
3.816,1,0,41.5,3,5.697
2.842,2,0,57.93,3,5.24
6.319,2,0,48.28,5,13.625
1.414,1,0,48.05,4,2.282
4.334,3,0,46.03,4,14.266
0.272,1,0,56.09,5,0.8
2.781,1,0,52.55,4,1.334
8.757,1,0,46.47,3,11.041
1.001,1,0,44.19,5,1.246
6.962,1,0,48.49,5,9.699
4.346,1,0,46.03,4,6.278
2.316,2,1,39.79,4,13.406
5.831,1,0,48.8,4,6.478
6.992,1,0,51.81,3,8.389
1.444,3,0,45.74,5,4.793
7.715,1,0,49.26,4,9.713
2.378,3,0,44.16,5,7.319
7.019,1,0,49.59,4,10.067
0.592,1,0,43.24,4,0.8
2.606,1,0,44.14,2,4.264
5.078,1,0,43.97,5,6.573
7.801,1,0,54.07,5,8.118
7.013,3,0,39.33,4,25.609
3.868,3,0,28.0,1,21.863
6.581,1,0,47.08,5,8.269
4.946,1,0,48.9,5,6.891
1.157,1,0,41.56,3,0.8
0.927,2,0,47.91,4,2.457
2.896,2,0,45.08,4,6.535
3.572,3,0,44.68,5,12.818
7.775,2,0,38.11,5,18.51
6.184,2,0,33.61,1,17.805
6.588,3,0,34.18,3,29.307
8.872,1,0,56.76,5,8.917
0.566,1,0,43.11,4,0.8
0.665,2,0,57.48,2,2.142
0.532,2,0,50.95,3,1.227
6.678,1,0,51.14,4,7.688
8.638,2,0,39.79,3,20.533
0.319,1,0,48.62,1,1.626
3.638,1,0,43.19,5,4.786
8.287,2,0,49.99,3,17.047
2.26,3,0,39.53,3,8.54
4.437,1,0,33.21,4,7.936
4.217,2,0,39.85,2,10.29
6.134,1,1,41.21,2,15.406
7.036,3,0,46.07,1,23.557
7.455,1,0,58.49,5,7.894
6.46,2,0,47.56,3,12.532
1.499,1,0,58.24,2,3.17
0.301,1,0,48.23,2,1.175
8.915,2,0,42.38,1,20.876
7.462,1,1,54.99,4,14.87
6.793,1,0,55.76,3,7.263
7.383,1,0,54.35,2,9.572
4.251,1,0,45.61,5,5.391
2.815,3,0,38.34,3,11.005
7.721,3,0,61.02,3,21.096
4.938,3,0,42.9,2,17.453
8.662,1,0,47.66,2,11.563
1.978,2,0,39.87,1,5.381
3.709,1,0,41.31,5,5.631
8.101,2,0,49.04,5,15.553
2.114,1,0,46.75,5,1.194
6.511,3,0,56.84,1,17.184
7.617,2,0,35.89,1,21.013
4.681,2,0,57.12,4,7.155
2.645,1,0,46.23,5,3.821
6.979,1,0,47.82,2,10.038
8.11,3,0,54.29,5,22.51
0.399,2,0,43.68,5,1.086
6.373,3,0,32.83,2,29.938
4.457,1,0,39.27,4,6.31
5.29,2,0,49.78,5,10.965
7.752,1,0,43.16,5,11.08
0.754,3,0,44.68,2,2.225
1.397,2,0,56.79,4,2.243
4.809,2,0,41.03,3,12.009
4.369,1,0,46.59,2,6.486
2.94,1,0,58.94,1,5.134
3.195,3,0,51.01,4,9.466
3.583,3,0,46.71,5,11.546
2.733,1,1,55.11,5,10.99
2.434,3,0,53.58,4,8.317
5.321,1,0,55.46,3,6.077
4.872,1,0,53.36,5,5.901
8.432,3,0,55.16,3,23.388
0.224,3,0,56.03,5,0.8
2.732,1,0,40.83,2,4.87
2.705,3,0,37.33,1,12.554
6.089,1,0,41.28,5,8.561
4.758,2,0,52.74,4,8.453
7.507,1,0,48.39,4,10.039
3.791,3,0,47.14,1,12.717
6.098,1,0,41.46,4,10.41
6.443,3,0,45.29,5,21.048
8.798,1,0,34.82,4,17.115
1.35,1,0,50.81,5,2.52
6.765,1,0,43.71,2,9.119
0.77,1,0,48.23,2,1.059
5.647,1,0,47.67,4,7.256
1.144,1,0,54.38,1,3.138
0.744,2,0,49.57,2,1.749
5.61,2,0,44.15,5,12.453
7.637,2,0,45.97,4,15.536
1.413,2,0,46.26,5,2.663
6.795,1,0,60.06,5,6.464
2.927,1,0,45.61,1,4.87
1.589,2,0,57.07,4,2.881
8.248,1,0,48.94,5,9.983
4.249,2,0,52.53,2,6.977
6.244,1,0,40.63,5,8.101
5.596,2,1,57.7,3,14.817
5.233,2,0,46.91,1,12.151
1.823,2,0,52.23,4,3.338
3.892,1,0,48.92,5,5.45
7.253,2,0,44.97,2,16.96
2.488,2,0,52.06,3,5.375
0.925,1,0,52.17,5,0.998
6.224,2,0,45.2,3,12.873
6.822,2,1,58.91,2,18.39
7.494,1,0,38.34,3,11.157
5.635,1,1,54.79,3,11.963
2.819,1,0,40.19,3,4.473
1.731,2,0,47.53,5,3.135
2.891,2,0,38.1,3,7.884
0.218,1,0,54.4,3,0.8
2.442,1,0,46.93,4,2.44
4.435,3,0,48.75,2,13.103
7.545,1,0,46.31,2,10.151
2.478,3,0,53.02,4,6.817
1.184,2,1,63.57,2,8.148
2.93,1,0,40.32,4,4.207
7.316,2,1,46.68,2,23.128
8.57,1,0,55.05,5,9.616
0.866,2,0,48.01,2,3.037
7.094,3,0,44.75,2,24.107
4.253,3,0,53.97,4,13.152
4.232,1,0,38.91,4,6.343
4.691,2,0,51.47,5,9.578
6.871,1,0,49.51,3,9.724
8.265,1,0,51.13,1,10.008
1.331,1,0,53.42,3,1.671
2.476,1,1,38.74,5,10.099
6.332,3,0,47.59,3,20.979
0.251,1,0,42.27,3,0.8
6.292,2,0,48.5,1,14.342
4.245,1,0,59.96,2,3.956
4.165,1,1,45.5,4,9.262
6.714,2,0,50.54,4,11.969
3.386,3,0,49.48,4,12.165
1.407,1,0,39.85,2,2.509
5.936,1,0,58.67,5,8.126
7.09,1,0,49.81,3,8.525
8.58,2,0,43.03,4,18.559
2.751,3,0,43.61,3,9.687
6.26,3,0,34.87,3,26.639
6.975,3,0,49.59,5,20.092
4.234,3,0,44.7,4,15.252
8.461,2,0,61.16,1,12.339
6.916,1,0,64.31,4,5.958
1.405,2,0,45.71,5,4.36
5.099,1,0,46.77,4,6.644
4.289,3,1,51.21,3,18.212
2.344,1,0,52.94,3,2.182
1.387,1,0,48.57,2,4.218
4.961,1,0,47.23,2,6.9
8.268,2,0,47.0,2,17.787
6.918,1,0,42.4,5,10.409
1.536,2,0,47.67,4,3.02
7.65,1,0,40.17,2,12.535
2.152,1,0,55.23,1,3.235
7.388,1,0,43.43,2,11.356
8.339,2,0,41.82,3,18.465
4.21,2,0,48.76,3,8.123
6.398,2,0,48.53,2,13.436
4.408,1,0,51.13,5,6.59
3.943,3,0,57.37,4,10.653
4.381,2,0,40.56,2,10.724
3.163,2,0,44.8,5,6.688
3.426,2,0,49.34,2,7.567
1.858,2,0,46.18,2,4.36
5.891,3,0,55.97,3,14.678
8.784,1,0,30.87,2,17.962
1.64,1,0,48.95,2,3.037
3.638,1,0,42.32,4,5.594
2.69,2,0,39.01,5,5.983
7.003,2,0,64.7,2,11.999
3.374,3,0,46.2,1,12.102
0.238,1,1,53.04,5,6.767
2.957,3,0,42.4,4,12.177
4.388,2,0,46.7,3,9.156
1.597,1,0,38.76,3,5.046
1.729,1,0,41.48,4,3.544
1.478,2,0,62.91,4,2.392
7.73,2,0,57.84,2,13.705
1.831,1,0,43.54,4,3.154
4.672,3,0,28.0,4,25.077
3.326,1,0,53.29,3,3.282
8.878,2,0,39.01,1,21.823
6.492,3,0,36.6,3,25.614
4.429,2,0,57.16,5,7.944
8.196,1,1,48.14,3,18.249
2.358,2,0,35.13,1,6.728
0.547,1,0,52.72,5,1.324
2.597,2,0,52.4,4,4.451
5.001,3,0,47.59,1,16.631
8.711,2,0,50.03,3,18.868
3.573,1,0,59.07,5,4.081
5.68,1,0,55.09,5,5.687
4.971,1,0,42.48,4,6.249
6.269,1,0,44.31,2,7.234
4.187,3,0,33.23,4,18.525
2.62,1,0,31.63,3,5.912
4.881,1,0,48.36,2,6.541
3.783,3,0,38.01,1,14.415
0.549,1,0,53.73,1,0.8
8.581,2,0,51.79,3,15.749
8.832,3,0,51.57,4,23.824
1.623,3,0,40.84,2,7.24
8.263,2,0,38.58,5,18.546
7.354,2,0,50.57,4,14.359
7.083,2,0,28.0,5,26.248
6.282,2,0,47.69,3,13.497
5.905,3,0,53.49,1,17.493
5.385,3,0,45.66,4,18.226
2.045,1,0,43.58,4,1.559
8.886,2,0,50.7,5,16.125
7.947,1,0,47.16,5,11.263
0.411,1,0,42.77,2,1.244
8.824,1,0,42.31,4,13.078
5.117,1,0,49.03,2,6.957
6.947,2,0,62.31,4,12.616
7.588,2,0,61.02,3,11.674
2.637,1,0,45.56,3,3.862
1.193,1,0,43.8,5,1.058
4.772,2,0,48.88,3,9.279
5.043,3,0,47.61,5,16.757
2.569,1,0,58.24,3,3.802
4.212,3,0,51.39,3,13.888
1.208,1,0,31.06,2,3.425
7.217,2,0,54.51,5,13.366
8.536,1,0,46.46,3,11.829
0.218,1,0,42.25,5,0.8
3.066,1,0,44.19,3,5.129
3.667,1,0,52.75,3,5.086
1.703,1,0,54.19,2,2.186
8.807,1,0,42.66,2,13.932
2.216,1,0,39.46,1,4.389
6.853,1,0,53.9,5,7.54
3.433,3,0,41.43,5,12.249
6.298,1,0,53.83,5,7.556
0.966,3,0,47.67,4,2.298
2.782,1,0,50.75,4,4.61
6.056,2,0,35.68,5,15.034
1.842,2,1,59.21,4,9.476
3.706,3,0,58.78,3,10.02
8.863,3,0,37.94,3,35.61
5.492,1,0,49.22,2,6.93
1.132,2,0,52.28,3,3.504
0.584,1,0,45.51,2,2.148
3.26,1,0,47.67,4,3.826
8.518,2,0,64.93,4,12.512
8.639,2,0,54.69,4,14.387
2.219,2,1,43.38,3,14.431
4.516,1,0,39.05,4,6.671
6.81,2,0,60.06,2,10.723
8.422,2,0,56.76,1,14.869
2.096,1,0,52.47,3,4.081
4.376,1,0,62.46,3,4.773
4.525,3,0,41.84,4,15.334
8.641,1,0,42.68,5,12.448
3.566,2,0,46.33,4,7.189
3.036,1,0,36.65,4,5.322
3.902,1,0,47.14,2,7.006
2.152,1,0,44.63,4,3.79
3.84,2,0,56.02,1,5.798
6.895,1,0,49.92,3,8.432
3.796,1,0,55.03,5,4.645
1.041,1,0,54.68,4,0.8
1.389,2,0,45.73,2,4.284
5.167,3,0,50.05,1,16.139
3.271,2,0,56.43,3,4.274
5.472,2,0,59.91,2,9.86
1.457,1,0,48.43,2,2.612
3.303,1,0,57.86,4,5.692
8.479,3,0,40.75,4,31.284
0.589,1,0,47.43,4,0.982
7.112,1,0,52.01,3,9.028
7.61,1,0,47.67,2,10.032
4.963,1,0,44.28,2,7.624
7.111,1,0,42.4,4,9.702
5.977,1,0,50.77,5,7.319
1.365,2,0,44.69,4,2.612
4.787,2,0,45.48,2,10.249
1.561,2,0,50.64,5,2.035
0.731,1,0,36.4,1,1.436
2.232,1,0,60.52,4,1.372
5.334,2,0,47.92,5,8.981
3.114,1,0,51.46,3,4.857
2.092,2,0,55.32,3,4.885
3.546,2,0,46.57,5,7.713
1.892,1,0,54.32,4,3.57
1.554,2,0,44.6,5,3.647
3.441,3,0,41.89,2,11.96
0.42,3,0,54.06,5,0.8
6.31,3,0,42.01,3,21.736
5.569,2,0,38.66,1,15.189
6.056,2,0,51.85,4,11.404
6.886,1,0,51.72,5,8.093
2.325,2,0,56.34,3,4.193
7.513,2,0,51.46,2,13.169
3.052,3,0,56.49,5,9.105
3.182,2,0,41.96,2,8.016
7.249,1,0,47.28,5,10.027
6.408,2,0,61.07,3,10.942
6.873,2,0,53.73,5,12.659
5.827,2,0,61.13,3,8.282
3.522,2,0,59.23,3,7.067
4.901,2,0,55.63,4,9.064
4.67,2,1,50.23,3,17.284
1.795,3,0,48.11,2,6.366
6.751,3,0,49.77,2,20.754
6.325,1,0,42.5,5,9.42
3.586,1,0,51.48,3,5.6
8.426,3,0,53.67,4,24.146
3.639,1,0,50.39,5,5.567
1.464,2,0,48.27,5,3.023
8.968,2,0,47.68,4,18.99
6.951,1,0,48.79,5,8.004
5.296,1,0,43.12,1,9.784
5.563,3,1,60.02,4,19.035
2.947,3,0,52.03,4,8.475
5.396,1,0,46.23,2,8.502
7.936,1,0,47.57,3,10.435
2.195,1,0,46.58,5,1.57
1.628,2,0,47.97,2,3.123
7.061,2,0,48.34,3,14.227
6.198,1,0,46.09,2,9.037
2.02,1,0,48.41,5,3.609
6.131,3,0,57.54,3,16.538
6.538,1,0,42.77,4,9.278
2.677,1,0,41.18,2,3.735
2.893,1,0,54.82,1,3.758
1.525,1,0,46.61,4,2.473
5.108,2,0,43.72,4,10.502
5.906,2,1,51.85,3,16.142
5.103,2,0,45.94,4,10.341
2.643,1,0,50.29,5,3.848
4.523,3,0,29.64,4,23.106
3.116,2,0,56.0,5,5.853
3.156,1,0,40.54,3,5.9
4.091,2,0,43.22,2,9.651
3.819,1,0,51.4,4,5.049
3.114,2,0,36.2,4,9.269
3.857,2,0,47.76,3,6.902
0.935,1,0,43.07,2,1.801
2.136,3,0,34.25,4,9.367
8.999,1,0,58.65,4,9.737
5.747,2,0,46.63,2,12.213
4.332,3,0,48.42,5,13.085
0.408,1,0,44.45,4,0.8
1.698,1,0,54.66,5,1.351
0.562,1,0,51.41,5,0.8
2.712,1,1,48.76,2,8.172
5.859,2,0,57.04,2,11.22
5.116,1,0,47.79,4,6.303
0.378,3,0,43.98,4,1.305
5.488,1,0,57.82,4,5.83
0.394,3,0,60.27,4,1.227
1.599,1,0,49.66,5,2.007
1.668,2,0,44.03,4,4.74
7.766,2,0,38.43,2,20.643
2.036,1,0,49.47,3,3.556
7.821,3,0,51.81,5,22.114
5.314,1,0,47.18,3,5.732
6.108,2,0,55.44,5,10.282
5.05,1,0,49.73,2,6.627
5.726,2,0,54.75,3,11.645
0.855,1,0,50.19,3,0.8
3.832,2,0,42.48,3,9.531
2.508,2,0,38.82,5,6.419
6.64,3,0,55.15,5,18.925
0.866,1,0,46.85,3,1.25
6.997,1,0,50.51,2,8.403
0.853,3,0,59.25,5,2.986
3.372,3,0,46.42,4,10.917
4.742,1,0,54.8,4,5.928
8.193,1,0,45.67,1,11.897
6.991,1,0,49.61,5,8.802
0.592,1,0,48.73,4,0.994
7.609,3,0,56.58,2,20.405
6.726,1,0,64.53,2,6.437
1.949,3,0,55.75,3,5.383
6.279,1,0,41.41,3,9.801
5.305,1,0,38.96,5,7.754
4.078,2,0,46.63,2,8.712
7.499,1,0,46.73,3,10.186
2.642,3,0,48.39,3,8.256
0.962,3,0,52.98,4,2.751
8.341,1,0,42.03,2,13.969
7.992,1,0,45.6,5,11.299
7.669,2,0,60.49,4,12.34
3.334,1,0,34.82,4,5.678
6.743,1,0,52.06,1,9.819
1.192,2,1,42.14,1,9.063
8.766,1,0,44.74,3,10.891
4.534,1,1,40.38,5,15.453
7.026,3,0,41.35,4,25.332
6.005,2,0,42.21,3,14.067
2.657,1,0,48.08,3,4.072
1.003,3,0,54.42,2,2.066
6.025,2,0,50.28,4,12.125
0.948,2,0,47.97,3,3.048
4.591,1,0,49.73,2,6.43
4.748,1,0,48.84,3,7.586
1.946,1,0,52.24,4,1.629
8.936,2,0,50.81,4,15.652
7.471,3,0,53.89,3,20.926
3.903,1,0,62.14,5,3.203
8.759,1,0,55.0,2,11.781
3.003,1,0,36.52,3,5.039
8.461,1,0,46.55,5,10.748
0.713,3,0,55.36,3,3.658
5.759,1,0,48.27,3,7.467
7.294,1,0,51.03,4,7.987
1.416,1,1,52.86,4,9.551
5.948,1,0,42.27,5,8.116
2.363,1,0,50.28,5,4.06
4.03,1,0,50.91,2,5.41
4.944,2,0,57.42,2,9.265
3.255,3,0,42.55,2,13.742
6.209,1,0,53.48,5,6.943
1.324,2,1,46.53,4,7.396
3.605,2,0,41.67,5,8.224
3.443,2,0,34.83,2,9.937
4.711,1,0,45.49,4,7.651
3.233,3,0,51.72,1,9.193
5.227,1,0,40.76,4,8.825
8.168,1,0,48.71,3,10.064
7.532,2,0,48.77,3,14.086
8.096,2,0,42.77,5,18.539
4.966,1,0,51.7,2,6.729
1.168,1,0,46.48,4,1.364
6.931,1,0,54.67,3,8.42
4.746,1,1,33.21,5,15.346
5.188,3,0,53.87,4,13.48
0.457,1,0,60.91,4,0.8
5.672,2,0,49.29,4,9.99
1.443,3,0,39.78,5,5.44
6.127,1,0,34.16,3,11.557
2.126,1,0,56.79,5,3.372
0.588,3,0,46.05,1,2.677
1.672,3,0,57.65,1,5.181
4.414,2,0,54.95,5,7.423
3.226,3,0,54.15,3,9.948
5.512,2,0,47.62,4,12.658
3.304,2,1,48.0,5,11.613
7.059,2,0,45.61,1,15.653
6.852,3,1,47.69,4,29.32
4.898,2,0,56.47,2,8.414
6.546,2,0,44.01,5,14.031
4.762,1,0,50.83,4,6.364
0.55,1,0,48.38,3,0.8
0.982,1,0,44.85,2,1.559
2.26,1,0,53.04,5,3.061
8.212,2,0,54.16,2,15.19
5.44,1,0,37.18,4,9.769
3.862,2,0,55.21,4,7.135
8.402,1,0,53.63,4,9.97
0.81,1,0,46.5,2,1.964
4.36,1,0,53.95,3,5.439
2.089,1,0,46.14,4,2.408
0.387,1,1,47.43,3,3.667
0.571,2,0,49.31,5,1.301
5.747,1,0,54.39,4,6.824
5.185,2,0,46.94,3,9.707
7.979,2,0,56.02,2,13.761
4.272,3,0,43.93,2,16.417
7.673,3,1,56.65,5,27.465
7.212,1,0,53.07,3,8.795
4.278,3,0,50.4,3,13.269
5.049,3,0,59.53,2,12.615
3.222,1,1,62.35,5,8.358
6.98,1,1,39.94,4,17.825
5.402,2,0,43.02,2,12.028
6.079,2,0,34.72,2,17.625
5.946,2,0,49.82,3,11.82
2.949,1,0,48.03,4,3.455
7.524,1,0,48.35,5,8.062
6.517,1,0,48.37,5,8.193
1.781,1,0,47.57,5,2.62
5.742,1,0,53.11,5,6.144
6.539,2,0,45.71,2,14.803
2.565,1,0,40.91,4,2.991
0.935,1,0,46.45,4,2.501
0.237,1,0,44.7,4,1.064
6.695,3,0,48.52,2,20.062
7.393,2,0,55.25,2,12.669
6.573,1,0,58.98,4,6.412
1.196,3,0,45.44,4,4.465
5.823,2,0,48.66,4,10.687
4.936,1,1,38.76,1,15.663
7.576,1,0,41.78,2,11.775
3.189,2,1,58.04,2,11.079
0.262,1,0,50.27,1,1.958
2.654,2,1,53.43,3,13.883
7.796,2,0,63.14,4,11.1
6.784,2,0,53.15,5,11.769
4.718,2,1,51.46,3,12.831
7.804,2,0,50.36,4,15.313
1.923,3,0,51.55,5,4.696
4.451,2,0,48.64,3,9.231
0.543,1,0,46.7,4,1.794
4.943,3,0,41.05,5,17.866
8.202,1,0,47.93,3,10.725
2.106,1,0,52.88,3,3.903
4.162,2,1,44.22,5,15.614
3.113,2,0,39.6,5,8.839
7.576,1,0,54.9,2,10.145
6.327,1,0,55.88,3,6.638
4.444,2,0,55.02,1,8.603
1.424,1,0,50.5,2,0.8
5.018,2,0,44.83,4,10.198
3.446,3,0,55.22,1,11.334
3.043,3,0,54.87,1,10.136
2.427,1,0,40.36,3,3.523
2.222,3,0,53.44,4,7.518
5.657,2,0,41.54,3,13.833
4.756,1,0,55.07,4,4.667
2.836,1,0,51.72,3,3.714
7.914,1,0,52.92,3,8.518
2.16,3,0,51.64,2,6.259
4.751,1,0,55.84,5,4.894
7.615,1,0,42.9,5,11.108
5.28,1,0,51.68,5,5.581
8.812,1,0,44.81,3,12.595
8.917,1,0,54.05,3,10.111
0.85,1,0,42.96,2,2.743
2.181,3,0,49.05,5,6.529
3.135,3,0,53.22,3,8.417
3.546,2,1,47.77,4,10.657
8.988,2,0,61.22,4,14.511
2.531,2,0,45.34,2,6.963
2.438,3,0,55.41,1,7.458
7.436,2,0,50.38,4,13.908
6.416,1,0,51.15,3,8.51
4.633,3,0,43.09,3,15.601
8.243,3,0,43.52,2,29.318
0.762,1,0,53.48,4,0.8
6.81,1,0,44.22,2,8.722
4.724,2,0,60.15,4,7.615
0.792,1,0,44.62,5,1.393
7.219,1,0,48.58,2,9.48
8.247,2,0,36.28,5,21.657
0.765,1,1,47.23,5,5.675
6.074,3,0,52.75,5,17.35
1.198,1,0,57.54,4,1.234
1.318,1,0,47.23,3,1.387
4.904,1,0,42.59,5,5.413
0.332,3,0,42.54,3,2.88
0.958,1,0,41.79,5,0.8
6.362,1,0,44.57,2,10.073
3.456,2,0,45.75,5,7.476
8.536,3,0,53.44,2,22.605
6.101,1,1,43.17,4,13.506
5.13,2,0,44.0,5,10.547
2.086,1,0,48.03,5,5.015
1.374,1,1,45.83,3,7.222
5.727,1,0,44.69,5,7.407
4.739,1,0,50.94,4,6.832
8.311,3,0,39.22,3,32.991
2.756,2,0,53.92,5,3.879
5.709,2,0,32.11,1,17.414
4.404,1,0,35.45,1,8.777
1.75,1,0,57.22,3,2.689
8.891,2,0,44.3,5,19.386
3.457,1,0,55.16,2,5.717
2.337,1,1,51.76,4,6.707
2.614,2,0,47.09,5,7.011
5.654,3,0,45.07,4,18.103
4.117,3,0,50.25,1,13.124
7.262,2,0,41.3,1,16.314
2.733,3,0,56.91,4,8.516
